Date,ID,SYMBOL,MIC,FREE_FLOAT_PERCENTAGE,EST_VOL,MDV_63,Open,High,Low,Close,Volume,PxAdjFactor,SharesAdjFactor
20100819,BBG000BDDNH5,BLL,XNYS,98.3072,0.1120599999999999,52890810.0,58.11,58.25,57.08,57.35,743441.0,1.0225064,1.0
20100819,BBG000BG4202,CPB,XNYS,56.1963,0.0882,92632520.0,36.77,36.82,36.18,36.51,1947511.0,1.0703956,1.0
20100819,BBG000PLXQQ3,TRW,XNYS,98.7635,0.28185,52889100.0,38.52,38.67,36.45,36.52,1729759.0,1.0,1.0
20100819,BBG000C90DH9,IPG,XNYS,99.1231,0.29273,52897624.0,8.6,8.68,8.46,8.53,6287625.0,1.0,1.0
20100819,GEN_EQ0015641100001000,VRX,XNYS,97.7113,0.24108,53717668.0,57.55,57.97,57.25,57.33,619776.0,1.0,1.0
20100819,BBG000BGFZR8,CSC,XNYS,99.8163,0.12002,52787836.0,42.15,42.29,41.82,42.01,1095973.0,1.0030432,1.0
20100819,BBG000R7RDB4,CXO,XNYS,86.0534,0.2124599999999999,61236336.0,60.67,61.49,60.07,60.56,514726.0,1.0,1.0
20100819,BBG000BBCQD7,SLM,XNYS,99.426,0.29958,53071864.0,11.72,11.77,11.43,11.47,3829296.0,1.0,1.0
20100819,BBG000J0D904,BIG,XNYS,99.0669,0.282,53369576.0,30.96,31.37,30.7,31.08,1574067.0,1.0,1.0
20100819,BBG000BP5YT0,FLEX,XNGS,99.8459,0.29538,53266870.0,5.5,5.65,5.36,5.37,13930074.0,1.0,1.0
20100819,GEN_EQ0021071400001000,BEXP,XNGS,97.2179,0.2985399999999999,55041160.0,16.58,16.84,16.29,16.42,2639580.0,1.0,1.0
20100819,BBG000BCTQ65,XEL,XNYS,99.6622,0.0784499999999999,53744080.0,22.09,22.09,21.66,21.75,4028044.0,1.1287085,1.0
20100819,BBG000BHFHP8,UFS,XNYS,100.0,0.30982,53715300.0,63.78,64.02,61.1104,61.56,747968.0,0.083700106,12.000048
20100819,BBG000BJNGN9,JBL,XNYS,88.0485,0.29158,61068384.0,11.93,12.06,11.52,11.56,3895544.0,1.0766423,1.0
20100819,BBG000BLGFJ9,HRS,XNYS,99.4409,0.18198,54143708.0,43.51,43.73,42.67,42.77,1393478.0,1.1088916,1.0
20100819,BBG000BVXPZ8,NYB,XNYS,92.794,0.20564,58184710.0,16.34,16.41,16.1,16.13,2028444.0,1.2116522,1.0
20100819,BBG000TK7PB8,PCX,XNYS,86.2027,0.3912899999999999,63362710.0,11.84,12.12,11.41,11.53,3296289.0,2.0,0.5
20100819,BBG000BGXZB5,AEO,XNYS,89.3475,0.30614,61143052.0,12.88,13.14,12.75,13.1,5801709.0,1.0744853,1.0
20100819,BBG000BGYMH7,MLM,XNYS,98.3972,0.13186,55524110.0,79.0378,79.0378,76.54,76.95,468991.0,1.0440565,1.0
