Date,ID,SYMBOL,MIC,FREE_FLOAT_PERCENTAGE,EST_VOL,MDV_63,Open,High,Low,Close,Volume,PxAdjFactor,SharesAdjFactor
20150918,BBG000BBL8V7,PWR,XNYS,99.1577,0.16438,67989590.0,24.37,24.76,24.3,24.58,5712020.0,1.0,1.0
20150918,BBG000BB03M1,CBI,XNYS,89.5735,0.2748,75409496.0,42.49,43.06,42.02,42.6,1770176.0,1.0163662,1.0
20150918,BBG000BVVQQ8,TXT,XNYS,89.899,0.1297299999999999,75178090.0,40.19,40.19,39.43,39.58,3998541.0,1.0567256,1.0
20150918,BBG0033377Y3,HDS,XNGS,99.7885,0.14832,67797730.0,32.98,33.19,32.46,32.51,3133209.0,1.0,1.0
20150918,BBG000BFV115,SM,XNYS,98.2478,0.35955,69054060.0,37.89,38.74,35.23,35.39,2103673.0,1.0172968,1.0
20150918,BBG000BMDBZ1,JBHT,XNGS,78.4075,0.1282,86651144.0,77.19,78.37,76.76,77.32,872967.0,1.0952035,1.0
20150918,BBG000BN84F3,DGX,XNYS,99.5696,0.13067,68389544.0,67.44,67.83,66.73,66.9,912834.0,1.1046472,1.0
20150918,BBG0014GG205,P,XNYS,94.3839,0.42331,72232264.0,19.07,19.72,19.07,19.7,4960809.0,1.0,1.0
20150918,BBG000B9XG87,AME,XNYS,98.3447,0.1114099999999999,69656150.0,52.69,52.87,52.03,52.16,1476133.0,2.3596697,0.44444448
20150918,BBG000BN1XR3,COL,XNYS,99.5977,0.11173,69251240.0,83.47,84.99,83.13,83.68,1441042.0,1.1502621,1.0
20150918,BBG000BCHG15,ASH,XNYS,99.4738,0.16405,69452620.0,105.81,106.17,104.84,105.36,1072646.0,1.1213855,1.0
20150918,BBG000BB1TH9,FLR,XNYS,99.3897,0.15167,69541960.0,43.99,44.12,43.14,43.29,2184751.0,2.1741886,0.5
20150918,BBG000BB5BF6,GME,XNYS,98.0181,0.2307199999999999,70604680.0,43.15,43.575,42.23,42.27,2062576.0,1.1344693,1.0
20150918,BBG000B9YJ35,APH,XNYS,99.6317,0.15175,69822830.0,52.1,52.6,51.82,51.94,2110624.0,2.0757127,0.5
20150918,BBG000BMKDM3,K,XNYS,71.8479,0.08095,97361000.0,67.73,68.72,67.31,67.45,3295042.0,1.2651663,1.0
20150918,BBG000QTF8K1,DXCM,XNGS,96.8376,0.29064,72276750.0,100.23,102.6745,99.91,100.0,1635141.0,1.0,1.0
20150918,BBG000J4L211,BKD,XNYS,98.23,0.26047,71457630.0,27.16,27.5,27.02,27.16,1714660.0,1.0373235,1.0
20150918,BBG000BMTFR4,KLAC,XNGS,99.5218,0.16202,70562456.0,50.64,51.2,50.12,50.42,3024276.0,1.5351301,1.0
20150918,BBG000BXNJ07,CY,XNGS,95.8982,0.26374,73291550.0,9.6,9.68,9.19,9.34,12659920.0,7.276789,1.0
20150918,BBG000G9CGL0,JAZZ,XNGS,96.4064,0.19445,73189990.0,161.45,162.04,159.21,160.01,660389.0,1.0,1.0
20150918,BBG000BLM0V1,AGU,XNYS,99.9454,0.1853099999999999,70641464.0,101.37,101.65,99.574,99.91,724681.0,1.1017888,1.0
20150918,BBG000BF3NZ1,BWLD,XNGS,98.8562,0.18533,71420740.0,197.07,201.895,197.0,199.72,555913.0,1.0,1.0
20150918,BBG000BQ74K1,NTRS,XNGS,92.7879,0.1016799999999999,76628824.0,68.45,68.45,66.91,67.13,2719343.0,1.1854647,1.0
20150918,BBG000C4ZZ10,SIG,XNYS,99.5575,0.15674,71656230.0,136.18,138.8396,135.98,136.87,940474.0,0.52056223,2.0
20150918,BBG000K14Q84,JOY,XNYS,99.0353,0.28589,72035980.0,18.08,18.08,17.16,17.29,5904430.0,1.1225246,1.0
20150918,BBG000PVRDL2,SLW,XNYS,99.8205,0.2555199999999999,71812930.0,12.83,12.85,12.185,12.4,7965765.0,1.0559675,1.0
20150918,BBG000BLXZN1,TSCO,XNGS,98.8958,0.1383599999999999,72530860.0,86.07,87.86,85.92,86.27,1565134.0,4.192454,0.25
20150918,BBG000NSCNT7,PFG,XNYS,99.3381,0.11806,72925930.0,48.31,48.88,47.91,48.05,2828018.0,1.2103971,1.0
20150918,BBG000BVHBM1,TOL,XNYS,91.712,0.12187,79082536.0,37.25,37.55,36.53,36.64,4767045.0,1.0,1.0
20150918,BBG000Q9FZL4,AER,XNYS,85.7539,0.1695799999999999,85201496.0,42.55,42.96,42.19,42.41,1444871.0,1.0,1.0
20150918,BBG000DGPR66,BG,XNYS,96.9141,0.15684,75548940.0,70.99,71.51,70.51,70.71,844017.0,1.1196471,1.0
20150918,BBG000BDY3Y7,CYH,XNYS,97.0903,0.20945,75543400.0,50.44,50.88,48.76,48.85,2056594.0,1.0084403,1.0
20150918,BBG000BNLPJ7,MGA,XNYS,94.4452,0.16378,78248856.0,50.31,50.78,49.79,49.88,1536735.0,4.5828385,0.25
20150918,BBG000BP8Z50,MSI,XNYS,89.4713,0.13784,82678230.0,66.39,67.7,66.18,67.09,2989696.0,0.15994117,7.000007
20150918,BBG000F86GP6,MCO,XNYS,87.1885,0.08795,84859176.0,99.84,102.23,99.84,100.75,1829068.0,1.1222444,1.0
20150918,BBG000BPZBB6,NI,XNYS,98.9869,0.10784,74864460.0,17.35,17.72,17.33,17.42,6331956.0,3.6244562,1.0
20150918,BBG000BKLH74,GPS,XNYS,56.1959,0.1472,132471270.0,31.79,32.25,31.41,31.57,8250172.0,1.1668342,1.0
20150918,BBG000C90DH9,IPG,XNYS,99.3939,0.16176,75171240.0,20.19,20.5,20.07,20.13,5480418.0,1.110608,1.0
20150918,BBG000M1R011,NOW,XNYS,94.6075,0.19186,79291080.0,73.72,75.02,73.63,74.36,1424345.0,1.0,1.0
20150918,BBG000BKQ3V3,SDRL,XNYS,73.393,0.34289,103240744.0,7.13,7.2,6.81,6.89,16361099.0,1.5185564,1.0
20150918,BBG006Q0HY77,CFG,XNYS,78.7813,0.14073,96374680.0,23.69,23.99,23.22,23.75,11030892.0,1.01618,1.0
20150918,BBG000BKXPK8,HCC,XNYS,98.9428,0.15859,77050590.0,77.78,77.78,77.62,77.66,1552667.0,1.1597862,1.0
20150918,BBG000TBYDT6,ANAC,XNMS,83.3,0.32352,92124030.0,144.4,146.41,139.89,140.88,1235945.0,1.0,1.0
20150918,BBG000DLVDK3,AEM,XNYS,99.8051,0.33663,77415550.0,24.92,25.49,24.09,24.46,4332834.0,1.0895895,1.0
20150918,BBG000H3FZM6,SRCL,XNGS,98.01,0.12739,78961656.0,136.5,138.5599,136.3101,137.05,708994.0,1.0,1.0
20150918,BBG000HS74G6,CNI,XNYS,99.7762,0.12497,77686170.0,57.89,57.91,56.47,56.52,1381517.0,2.287368,0.5
20150918,BBG000Q2HM09,YELP,XNYS,99.4939,0.449,78198130.0,24.74,25.44,24.55,24.75,2576481.0,1.0,1.0
20150918,BBG000BMF5J0,JCP,XNYS,91.0352,0.27383,85505640.0,9.69,9.78,9.47,9.5,8559187.0,1.127878,1.0
20150918,BBG0014FFY08,HZNP,XNGS,89.0221,0.3359,87818264.0,30.82,32.06,30.6268,31.92,6273594.0,1.0,1.0
20150918,BBG000BFS7D3,CLX,XNYS,99.2934,0.07593,79153120.0,113.29,114.26,113.06,113.46,1424223.0,1.2831314,1.0
