Date,ID,SYMBOL,MIC,FREE_FLOAT_PERCENTAGE,EST_VOL,MDV_63,Open,High,Low,Close,Volume,PxAdjFactor,SharesAdjFactor
20140605,BBG000BQ87N0,NU,XNYS,99.246,0.05558,63503604.0,45.14,45.7,45.14,45.6,787619.0,1.2606922,1.0
20140605,BBG000L8CBX4,TDG,XNYS,93.7545,0.12521,67248510.0,193.58,193.62,188.23,190.97,1177619.0,1.5002073,1.0
20140605,BBG000FGMKY1,LAMR,XNGS,99.1351,0.0958799999999999,63806044.0,49.4,50.34,49.38,50.27,942613.0,1.01665,1.0
20140605,BBG000FH5YM1,FTR,XNGS,99.0606,0.1914999999999999,63956460.0,5.79,5.82,5.67,5.72,8653683.0,1.9560493,1.0
20140605,BBG000BL79J3,URBN,XNGS,76.8662,0.13592,82636400.0,34.06,34.32,33.68,34.19,3533961.0,1.0,1.0
20140605,BBG000G8N9C6,JWN,XNYS,73.9135,0.1082599999999999,86629770.0,68.21,68.5,67.45,68.32,1255987.0,1.1651821,1.0
20140605,BBG000BPZBB6,NI,XNYS,99.1719,0.0997899999999999,64956804.0,37.85,38.16,37.75,37.9,1654309.0,1.3772222,1.0
20140605,BBG000DGPR66,BG,XNYS,97.0817,0.10112,66476220.0,75.64,76.285,75.18,76.12,702486.0,1.0969869,1.0
20140605,BBG000CF2GH6,ARIA,XNGS,90.3455,0.40274,71948090.0,6.56,6.74,6.56,6.69,7415254.0,1.0,1.0
20140605,BBG000BBL0Y1,ALK,XNYS,99.4663,0.12413,65651508.0,99.89,100.71,98.56,98.9,853825.0,2.0232904,0.5
20140605,BBG000PCQQL6,LINTA,XNGS,98.2216,0.11874,66575616.0,29.15,29.38,28.98,29.26,2173340.0,1.1186945,1.0
20140605,BBG000BLMZK6,KMX,XNYS,99.3624,0.15688,66033196.0,46.01,46.27,45.93,46.11,1345581.0,1.0,1.0
20140605,BBG000MQ1SN9,DVA,XNYS,97.0534,0.10805,67668700.0,71.64,72.37,71.48,72.06,427225.0,2.0,0.5
20140605,BBG000D14WM3,KOG,XNYS,97.5806,0.18989,67606390.0,12.87,12.99,12.66,12.85,3693712.0,1.0,1.0
20140605,BBG000BMLWX8,KBH,XNYS,99.1376,0.18887,66772796.0,16.43,16.8,16.36,16.76,2468388.0,1.1314986,1.0
20140605,BBG000H9G7X2,ANF,XNYS,98.477,0.20274,67465030.0,38.75,39.74,38.53,39.3,1802479.0,1.1278017,1.0
20140605,BBG000CPHYL4,THC,XNYS,98.4187,0.2123199999999999,67646136.0,47.49,49.65,47.49,49.43,3003501.0,0.25,4.0
20140605,BBG000F9KJN4,RAX,XNYS,82.2925,0.31783,81329770.0,36.29,36.57,36.13,36.45,988417.0,1.0,1.0
20140605,BBG000H4YVR7,MDVN,XNGS,97.462,0.19664,68880500.0,77.0,77.46,75.5601,75.86,828230.0,2.0,0.5
20140605,BBG000BLDV98,HRB,XNYS,99.7568,0.1819599999999999,67383000.0,29.83,30.08,29.44,29.82,1745476.0,1.2627344,1.0
20140605,BBG000BPYHJ6,OCN,XNYS,83.3566,0.30527,80865336.0,36.15,36.99,36.14,36.71,2430183.0,1.660338,1.0
20140605,BBG000BJP882,FMC,XNYS,99.1444,0.13041,68361544.0,77.2,78.48,76.77,78.25,911097.0,2.1043093,0.5
20140605,BBG000BQV1S2,SYNA,XNGS,98.8217,0.36199,69026550.0,67.57,68.97,65.4,67.1,1055825.0,1.5,0.6666667
20140605,BBG000BNGTQ7,LB,XNYS,83.6024,0.1126799999999999,82098710.0,58.69,58.99,57.96,58.93,1238910.0,1.6390852,1.0
20140605,BBG000BK6G19,NFX,XNYS,98.8275,0.17254,69538824.0,36.61,36.79,36.34,36.68,1284704.0,1.0,1.0
20140605,BBG000F6ZWH2,DKS,XNYS,98.3987,0.14634,69901550.0,44.85,45.61,44.56,45.49,2778614.0,1.0846456,1.0
20140605,BBG000CXD6X9,MNST,XNGS,90.2933,0.2055699999999999,76827660.0,68.04,68.56,67.63,68.02,1709633.0,2.0,0.5
20140605,BBG000C75N77,CMA,XNYS,99.0108,0.08924,70090500.0,48.74,48.875,47.98,48.7,1281844.0,1.152233,1.0
20140605,BBG000BQD1J2,FOX,XNGS,53.9596,0.13024,128879890.0,34.52,35.14,34.4,35.1,3258710.0,1.2029082,1.0
20140605,BBG000GPXKX9,FLT,XNYS,88.533,0.15042,78796400.0,127.24,128.18,126.54,127.67,357109.0,1.0,1.0
20140605,BBG000D5S4M0,PII,XNYS,98.5088,0.1242599999999999,70844910.0,128.3,129.48,126.79,129.09,491490.0,2.3889081,0.5
20140605,BBG000BWVSR1,WM,XNYS,96.8405,0.08759,72255190.0,44.29,44.29,43.99,44.13,1608036.0,1.2793012,1.0
20140605,BBG000BFVXX0,CMS,XNYS,99.1485,0.063,70647810.0,29.93,30.16,29.7,30.12,1744997.0,1.2798868,1.0
20140605,BBG000BB03M1,CBI,XNYS,98.7319,0.13208,71524856.0,80.99,82.28,80.76,82.16,1303553.0,1.0077527,1.0
20140605,BBG000BFJ645,WIN,XNGS,98.9778,0.12442,71372780.0,9.67,9.68,9.54,9.66,5241349.0,1.8416697,1.0
20140605,BBG000BQSQ38,PAYX,XNGS,89.4431,0.10311,79034210.0,40.81,41.11,40.37,41.11,2076850.0,1.2997346,1.0
20140605,BBG000Q0BPZ4,CIT,XNYS,99.2957,0.14021,71264860.0,45.04,45.22,44.74,44.97,1126981.0,1.0065657,1.0
20140605,BBG000BKXFN7,PTEN,XNGS,96.9979,0.17173,72999260.0,32.6,33.08,32.4275,33.01,2298884.0,1.098411,1.0
20140605,BBG000BJ49H3,BWA,XNYS,98.5166,0.0964899999999999,72075890.0,64.82,65.369,64.56,65.15,1715583.0,2.0565345,0.5
20140605,BBG000BV4XJ1,UTHR,XNGS,90.9341,0.28805,78233176.0,96.99,97.555,95.425,96.98,343002.0,2.0,0.5
20140605,BBG000BGYMH7,MLM,XNYS,99.3325,0.08429,71655656.0,122.84,127.94,122.49,126.9,693239.0,1.1237632,1.0
20140605,BBG000G6BN50,PNRA,XNGS,98.9263,0.13947,72058824.0,154.78,156.18,154.24,155.69,307075.0,1.0,1.0
20140605,BBG000BGKHZ3,VRSN,XNGS,99.0551,0.1285099999999999,72726104.0,50.27,50.81,50.04,50.68,756540.0,1.1776468,1.0
20140605,BBG000BJDPC2,FDO,XNYS,83.9957,0.12749,86423520.0,60.0,60.27,59.96,60.11,2585950.0,1.1095837,1.0
20140605,BBG000BMXK89,NCR,XNYS,99.2913,0.20094,73131256.0,32.52,32.83,32.4,32.51,1109385.0,1.0,1.0
20140605,BBG000R0L5J4,TDC,XNYS,99.1493,0.2025,73404740.0,41.97,42.67,41.51,42.56,1710338.0,1.0,1.0
20140605,BBG000BD0TF8,BEN,XNYS,64.4063,0.11585,113386424.0,55.91,56.13,55.21,56.05,1436390.0,3.4199033,0.33333334
20140605,BBG000QN4GY3,RLGY,XNYS,99.3993,0.1770499999999999,73471450.0,37.3,37.46,37.03,37.14,1231252.0,1.0,1.0
20140605,BBG000BRZJR8,ITMN,XNGS,99.3075,0.35586,73606296.0,39.66,41.24,39.5401,40.87,1774145.0,1.0,1.0
20140605,BBG000BJ8YN7,FAST,XNGS,91.9362,0.1336999999999999,79791310.0,49.42,49.835,49.0,49.65,1229173.0,2.3006084,0.5
20140605,BBG000BFV115,SM,XNYS,98.3388,0.1751,74949210.0,74.87,75.85,73.87,75.45,675623.0,1.0155218,1.0
20140605,BBG000MM5VL9,HLF,XNYS,73.1001,0.2386599999999999,100876390.0,64.81,65.5,64.44,65.34,582300.0,2.3060303,0.5
20140605,BBG000BR37X2,PGR,XNYS,91.0393,0.09844,81303220.0,24.69,25.09,24.58,25.08,2882438.0,1.4563212,1.0
20140605,BBG000B9X8C0,AEE,XNYS,99.6694,0.0905199999999999,74416616.0,39.23,39.63,39.14,39.61,1443876.0,1.4130644,1.0
20140605,BBG000HW5GX3,CNQ,XNYS,97.2406,0.12761,76560090.0,41.46,41.72,41.33,41.57,1059039.0,2.1403768,0.5
20140605,BBG000BRXP69,EW,XNYS,98.8889,0.19122,75475610.0,80.73,81.42,80.0,80.42,906445.0,2.0,0.5
20140605,BBG000BPNP00,MXIM,XNGS,99.222,0.1234099999999999,75382330.0,34.53,35.52,34.42,35.35,3688869.0,1.2538942,1.0
20140605,BBG000D9KWL9,MTB,XNYS,91.3609,0.08098,81948950.0,122.22,123.2724,121.63,123.24,499464.0,1.2612082,1.0
20140605,BBG000BWXL85,RHT,XNYS,99.2691,0.1954,75776500.0,49.79,50.52,49.59,50.31,722349.0,1.0,1.0
20140605,BBG000PVRDL2,SLW,XNYS,99.793,0.15374,75427130.0,20.8,21.13,20.71,20.86,3675847.0,1.0413828,1.0
20140605,BBG000BB29X4,DTE,XNYS,99.3462,0.06054,76314456.0,76.62,76.82,76.1,76.54,757429.0,1.352118,1.0
20140605,BBG000BP8Z50,MSI,XNYS,88.1804,0.12793,85986136.0,67.23,67.71,67.09,67.17,1651814.0,0.1549805,7.000007
20140605,BBG000QRKJ70,GRPN,XNGS,68.0518,0.34613,111474080.0,5.78,5.85,5.7,5.82,11940322.0,1.0,1.0
20140605,BBG000BDXGP9,CAG,XNYS,99.5588,0.11593,76196984.0,32.41,32.59,32.32,32.48,1940782.0,1.2509286,1.0
20140605,BBG000BKQG80,IACI,XNGS,98.9058,0.19472,76949650.0,66.42,67.03,66.05,66.74,988225.0,1.1986811,2.0
20140605,BBG000K14Q84,JOY,XNYS,99.0809,0.16301,76996960.0,60.08,61.91,59.62,61.7,4880342.0,1.0938938,1.0
20140605,BBG000D1QCF1,FTI,XNYS,98.8127,0.13057,77268170.0,58.86,59.07,58.27,58.91,1135511.0,2.1068068,0.5
20140605,BBG000CR90K4,BBRY,XNGS,83.741,0.4021,91270090.0,7.72,7.81,7.59,7.69,7513434.0,1.0,1.0
20140605,BBG000BBB3K1,RAI,XNYS,58.1945,0.14564,131525920.0,59.45,60.42,59.36,60.23,2772052.0,2.9535666,0.5
20140605,BBG000K1J931,CSIQ,XNGS,74.5289,0.45386,103079370.0,23.52,24.15,23.31,23.46,2485938.0,1.0,1.0
20140605,BBG000CVWGS6,ATVI,XNGS,69.3265,0.19906,111271110.0,20.8,20.81,20.36,20.71,4871367.0,2.1354797,0.5
20140605,BBG000BHB3M6,DOV,XNYS,98.5674,0.09928,78596040.0,86.95,88.07,86.59,87.94,515766.0,1.3951504,1.0
20140605,BBG000BKTT89,HAR,XNYS,99.5428,0.16957,77905720.0,105.67,105.95,104.5516,105.4,751301.0,1.0384789,1.0
20140605,BBG003641015,ADT,XNYS,99.6102,0.16898,78336440.0,32.54,33.05,32.28,33.04,1238107.0,1.0267369,1.0
20140605,BBG000BBCDZ2,ROK,XNYS,99.291,0.10864,78728120.0,123.23,125.39,123.1,125.3,907816.0,1.1755012,1.0
20140605,BBG000TJM7F0,DPS,XNYS,99.5337,0.12658,79610550.0,57.91,58.59,57.62,58.49,1789594.0,1.1438571,1.0
20140605,BBG000BKZTP3,HOG,XNYS,99.5664,0.11682,79625520.0,71.4,71.4,70.525,71.06,1132335.0,1.1389273,1.0
20140605,BBG000BPMH90,MUR,XNYS,94.692,0.1166,83876984.0,62.14,62.62,61.86,62.47,689359.0,1.3669617,1.0
20140605,BBG000CGT2S4,UPL,XNYS,96.8411,0.22428,82140430.0,27.84,27.95,27.48,27.88,1940123.0,1.0,1.0
20140605,BBG000BWP7D9,WEC,XNYS,99.7405,0.06406,80128000.0,45.5,45.9975,45.4,45.87,1112886.0,2.4527135,0.5
20140605,BBG000BP1152,CIEN,XNYS,97.3376,0.33657,82108400.0,22.0,22.75,21.53,22.48,20163950.0,1.0,1.0
20140605,BBG000BQVWZ6,RFMD,XNGS,97.6668,0.24831,82259256.0,9.72,9.82,9.52,9.65,8540194.0,1.0,1.0
20140605,BBG000BVHBM1,TOL,XNYS,91.1908,0.09662,88101600.0,36.32,36.565,35.82,36.37,1611642.0,1.0,1.0
20140605,BBG000PV2L86,WYN,XNYS,99.0923,0.0948299999999999,81146680.0,74.84,74.93,74.07,74.63,1312565.0,1.1335696,1.0
20140605,BBG000BHKYH4,ECL,XNYS,88.8527,0.06816,90686460.0,109.97,110.2099,108.66,109.8,649788.0,1.0842592,1.0
20140605,BBG000BCTQ65,XEL,XNYS,99.7597,0.0530999999999999,81031480.0,30.81,31.05,30.63,30.99,1525223.0,1.3125894,1.0
20140605,BBG000F7RCJ1,AAP,XNYS,99.3324,0.13753,81391170.0,126.53,127.77,126.16,127.43,605604.0,1.0277857,1.0
20140605,BBG000C060M4,AMG,XNYS,99.1908,0.14278,81614980.0,194.69,198.8,192.79,198.55,678715.0,1.0,1.0
20140605,BBG000C90DH9,IPG,XNYS,99.4496,0.23846,81549520.0,19.4,19.605,19.36,19.58,3828131.0,1.0811218,1.0
20140605,BBG000JH6683,ISIS,XNGS,99.283,0.40119,81819416.0,28.71,31.0,28.5,30.25,4154787.0,1.0,1.0
20140605,BBG000BV75B7,TIF,XNYS,86.5279,0.1202599999999999,94168010.0,100.0,100.01,99.0882,99.68,889701.0,1.1277877,1.0
20140605,BBG001J1QN87,ICPT,XNGS,55.5782,0.60659,146623790.0,265.5,277.4519,255.0,255.75,608102.0,1.0,1.0
20140605,BBG000BF6LY3,CCL,XNYS,75.4441,0.16924,108460296.0,40.12,40.19,39.95,40.19,2678820.0,1.11213,1.0
20140605,BBG000BGYWY6,ORLY,XNGS,97.1218,0.10942,84800210.0,150.91,152.05,149.9,151.45,483714.0,1.0,1.0
20140605,BBG000BKWSR6,HBAN,XNGS,98.8414,0.1039,83805580.0,9.39,9.54,9.36,9.52,6084858.0,1.1815883,1.0
20140605,BBG003P9ZSL3,LMCA,XNGS,89.4473,0.14419,93163910.0,131.27,132.2,130.01,131.5,777719.0,1.0,1.0
20140605,BBG000BTCH57,CHRW,XNGS,99.0213,0.09157,84192376.0,59.6,60.47,59.47,60.44,1996471.0,1.1379558,1.0
20140605,BBG000BKR1D6,GWW,XNYS,88.0573,0.10546,95020920.0,261.54,265.03,259.54,265.01,528341.0,1.1197758,1.0
20140605,BBG000KBQZ88,CTRX,XNGS,99.6597,0.2085199999999999,84396904.0,43.71,44.12,43.09,43.96,1039991.0,4.0,0.25
20140605,BBG000C221G9,PNR,XNYS,99.4042,0.11985,84832550.0,74.92,76.49,74.45,76.18,1087107.0,1.1466924,1.0
20140605,BBG000BWCKB6,VFC,XNYS,79.7317,0.10699,105771350.0,63.42,64.05,62.8,63.98,1845106.0,4.748711,0.25
20140605,BBG000C3Y7J6,BEAV,XNGS,99.2876,0.2240599999999999,84953750.0,97.91,98.97,97.3701,98.85,1519079.0,1.0,1.0
20140605,BBG000F86GP6,MCO,XNYS,99.5482,0.12293,84768700.0,85.58,86.48,85.34,86.32,562296.0,1.104998,1.0
20140605,BBG000RGM5P1,TEL,XNYS,99.76,0.10865,84628216.0,60.77,61.33,60.45,61.24,973919.0,1.1656744,1.0
20140605,BBG000CKVSG8,CNX,XNYS,99.2857,0.17213,85069110.0,45.73,47.55,45.4,47.41,4447079.0,1.072936,1.0
20140605,BBG000FLPRH1,CAR,XNGS,98.659,0.19917,86280450.0,58.01,59.695,57.5,58.71,1472285.0,1.0,1.0
20140605,BBG000BGRKT6,LLL,XNYS,89.1583,0.1127799999999999,95519830.0,123.43,125.05,123.05,124.88,909655.0,1.1984122,1.0
20140605,BBG000BSC0K9,DLTR,XNGS,96.1009,0.11719,89023800.0,54.32,54.73,53.86,54.66,1777690.0,3.0,0.33333334
20140605,BBG000BCZYD3,BDX,XNYS,99.0201,0.06298,86429340.0,118.63,118.96,117.74,118.77,604705.0,1.1400146,1.0
20140605,BBG000BTVJ25,SYY,XNYS,99.7061,0.0897,85927290.0,37.3,37.61,37.09,37.54,2073335.0,1.2476234,1.0
20140605,BBG000RNTSX0,ULTA,XNGS,93.4131,0.30529,92155130.0,87.09,88.0,85.54,85.93,705658.0,1.0111895,1.0
20140605,BBG000BTQR96,SWK,XNYS,98.7561,0.10177,87224790.0,86.61,87.76,86.03,87.58,1185214.0,1.19337,1.0
