Date,Time,Id,CumReturnResid,CumReturnRaw,CumVolume
20100827,09:45:00.000,BBG000BT1715,-0.0026068536,-0.0008564248,27403
20100827,09:45:00.000,BBG000BHZ5J9,-0.0001536898,-0.0006142135,29473
20100827,09:45:00.000,BBG000BDDNH5,0.0046952404,0.00027005584,31723
20100827,09:45:00.000,BBG000B9YJ35,-0.0062172036,0.0004874515,50402
20100827,09:45:00.000,BBG000CNWNL6,0.0065806615,0.0029590437,23140
20100827,09:45:00.000,BBG000NDV1D4,-0.0030802083,0.0011166602,1399293
20100827,09:45:00.000,BBG000BCHG15,-0.00032444816,0.0027496477,25062
20100827,09:45:00.000,BBG000BJ8YN7,-0.0026046706,-0.0025282293,30052
20100827,09:45:00.000,BBG000PLXQQ3,-0.003778105,-0.0032234427,48579
20100827,09:45:00.000,BBG000BG4202,0.0077351197,0.010017556,126744
20100827,09:45:00.000,BBG000BJNGN9,-0.0074909152,-0.002419204,112080
20100827,09:45:00.000,BBG000BGFZR8,-0.0001946267,0.001121097,33975
20100827,09:45:00.000,GEN_EQ0021071400001000,-0.014940803,-0.013946179,115126
20100827,09:45:00.000,BBG000DQBZJ7,-0.0006975989,-0.0056166355,39978
20100827,09:45:00.000,BBG000BLGFJ9,0.0016440015,0.0045059496,30808
20100827,09:45:00.000,BBG000TK7PB8,-0.0034116607,-0.0009877442,154509
20100827,09:45:00.000,BBG000DLFM21,-0.0005941153,-0.00043985312,41884
20100827,09:45:00.000,GEN_EQ0015641100001000,-0.00024696218,-0.00034622214,30631
20100827,09:45:00.000,BBG000BKXYX5,-0.00012730925,-0.0011952516,18412
20100827,09:45:00.000,GEN_EQ0010509500001000,0.00066853594,-0.0039274865,12320
20100827,09:45:00.000,BBG000CNFQW6,0.0013066175,0.0040957993,33820
20100827,09:45:00.000,BBG000BVXPZ8,-0.0030970543,0.001283128,89254
20100827,09:45:00.000,BBG000J0D904,0.0098134605,0.004121282,32121
20100827,09:45:00.000,BBG000BP5YT0,0.0074917846,0.011916728,282762
20100827,09:45:00.000,BBG000BNLPJ7,-0.003550106,-0.002122372,24175
20100827,09:45:00.000,BBG000BP7JB0,-0.0046232906,-0.0020502282,345488
20100827,09:45:00.000,GEN_EQ0000000000133631,-0.0010959647,-0.0009325729,50076
20100827,09:45:00.000,BBG000BHFHP8,0.0110769365,0.006236663,22846
20100827,09:45:00.000,BBG000BVPPM1,0.034388542,0.035697713,454999
20100827,09:45:00.000,BBG000BGXZB5,-0.003720197,-0.0037890845,116417
20100827,09:45:00.000,BBG000C2PW58,-0.003152969,0.0011109263,8837
20100827,09:45:00.000,BBG000BN84F3,0.0023825045,-0.0031270394,46818
20100827,09:45:00.000,BBG000BVLRY8,0.015282606,0.016457075,99475
20100827,09:45:00.000,BBG000BB5792,0.008271148,0.00869744,76214
20100827,09:45:00.000,BBG000BCTQ65,-0.0005067285,0.0018022351,145281
20100827,09:45:00.000,BBG000HGYNZ9,-0.00279765,0.0007481572,98598
20100827,09:45:00.000,BBG000C23KJ3,-0.00019630359,0.0028831607,83887
20100827,09:45:00.000,BBG000BN1XR3,0.004662767,0.004153312,42030
20100827,09:45:00.000,BBG000BZX1N5,0.004517729,0.0048819617,26085
20100827,09:45:00.000,BBG000BSSC44,0.0019792083,0.007018052,87155
20100827,09:45:00.000,GEN_EQ0010624300001000,-0.005051525,0.0013166458,29046
20100827,09:45:00.000,BBG000F7RCJ1,-0.0060702395,-0.0062133465,22869
20100827,09:45:00.000,BBG000BRZBT3,-0.00029781277,0.0050906506,55215
20100827,09:45:00.000,BBG000BMRFF9,-0.028444882,-0.025758699,102760
20100827,09:45:00.000,BBG000BLMZK6,-0.0035938008,-0.0004880447,39030
20100827,09:45:00.000,BBG000FBR384,-0.0060185464,-0.000573207,33785
20100827,09:45:00.000,BBG000BNW1S8,0.0006397464,0.0071456907,54495
20100827,09:45:00.000,BBG000BLDV98,0.0041863904,0.00074276206,133945
20100827,09:45:00.000,BBG000FQRVM3,0.00060614565,-0.0019568584,18436
