Date,Time,Id,CumReturnResid,CumReturnRaw,CumVolume
20130328,09:45:00.000,BBG000K7PWX7,0.0014043243,-0.0011629551,58722
20130328,09:45:00.000,BBG000D6L294,0.0005064615,-0.0013209825,17251
20130328,09:45:00.000,BBG000BN1XR3,0.0012655198,7.986719e-05,22099
20130328,09:45:00.000,BBG000BDDN94,-0.0022485456,-0.005196529,15476
20130328,09:45:00.000,BBG000BVB8Q0,-0.0056242053,-0.0074105267,147424
20130328,09:45:00.000,BBG000PLXQQ3,0.0048589436,-0.0010767365,30611
20130328,09:45:00.000,BBG000BBB3K1,-0.0044127316,-0.0038242321,53685
20130328,09:45:00.000,BBG000NDV1D4,0.024637036,0.024703145,676233
20130328,09:45:00.000,BBG000BCYP43,0.0005460239,-0.0012998515,30956
20130328,09:45:00.000,BBG000BWBZN1,0.0005552066,-0.0002789825,24709
20130328,09:45:00.000,BBG000BPZBB6,0.0031526368,0.0017374617,90329
20130328,09:45:00.000,BBG000BQHGR6,0.005710579,0.006471789,36081
20130328,09:45:00.000,BBG000RKR4R8,-0.0005705864,-0.0037277583,226097
20130328,09:45:00.000,BBG000BT1715,0.0029473186,0.0007706881,12635
20130328,09:45:00.000,BBG000BJKPG0,0.0011495029,-0.0009850275,8295
20130328,09:45:00.000,BBG000BW2QX0,0.008933297,0.0076609766,209193
20130328,09:45:00.000,BBG0016WLQ18,-0.0034235895,-0.002926558,45062
20130328,09:45:00.000,BBG000C0HQ54,-0.0019519884,-0.0024402307,30285
20130328,09:45:00.000,BBG000BKQ3V3,0.0012003749,-0.001616996,71995
20130328,09:45:00.000,BBG000TJM7F0,-0.002361067,-0.00085705245,18208
20130328,09:45:00.000,BBG000BPYHJ6,0.0009806156,0.0014471206,98622
20130328,09:45:00.000,BBG000BXWBN9,0.00078786304,0.002375767,60000
20130328,09:45:00.000,BBG000BFVXX0,0.0010482962,0.0014569578,45766
20130328,09:45:00.000,BBG000H4YVR7,0.0013365014,0.008730468,87950
20130328,09:45:00.000,BBG000BLMZK6,0.005462683,0.0036464648,88636
20130328,09:45:00.000,BBG000BDWKC5,0.0027811162,0.0021995516,144449
20130328,09:45:00.000,BBG000BQ74K1,-0.004251098,-0.0052144756,19258
20130328,09:45:00.000,BBG000C04224,-0.0015080963,-0.0039831195,48360
20130328,09:45:00.000,BBG000HS74G6,-0.0005483759,-0.00025398668,24865
20130328,09:45:00.000,BBG000DSMS70,0.00012057183,0.005095725,83346
20130328,09:45:00.000,BBG000BGD7W6,0.0027784677,0.003122958,120876
20130328,09:45:00.000,BBG000BGXZB5,0.001299469,-5.602023e-08,106974
20130328,09:45:00.000,BBG000M44VW8,-0.005593665,-0.0041915644,40115
20130328,09:45:00.000,BBG000R57L13,-0.003151639,-0.0063693724,102717
20130328,09:45:00.000,BBG000JYP7L8,-0.008191533,-0.0073503675,68262
20130328,09:45:00.000,BBG000BD3LM4,0.0010861998,-0.0004972516,266957
20130328,09:45:00.000,BBG000PXGT62,0.0056253364,0.0032954318,60372
20130328,09:45:00.000,BBG000DV7MX4,0.004699042,0.0024227123,156798
20130328,09:45:00.000,BBG000BKVJK4,0.0021812064,0.0020604765,56188
20130328,09:45:00.000,BBG000DLVDK3,0.004579214,-0.0009854143,52859
20130328,09:45:00.000,BBG000BKQG80,0.003222605,0.002164002,35312
20130328,09:45:00.000,BBG000BD0TF8,-0.002647318,-0.0030418427,13596
20130328,09:45:00.000,BBG000BP7JB0,-0.009057204,-0.009597677,196717
20130328,09:45:00.000,BBG000C37332,-0.0045115515,-0.004896853,34167
20130328,09:45:00.000,BBG000BFDLV8,0.004633454,0.0038842093,28016
20130328,09:45:00.000,BBG000F7RCJ1,-0.0013752235,-0.0032440086,345363
20130328,09:45:00.000,BBG000BQ87N0,-5.5146946e-05,0.001515559,67707
20130328,09:45:00.000,BBG000F6ZWH2,-0.0017431272,0.0003184737,31706
