Date,Time,Id,CumReturnResid,CumReturnRaw,CumVolume
20100503,09:45:00.000,BBG000BN7277,0.0139061045,0.021603895,478965
20100503,09:45:00.000,BBG000B9YJ35,-0.0021351418,0.010499929,27444
20100503,09:45:00.000,BBG000BHFHP8,0.01561521,0.04128732,69286
20100503,09:45:00.000,BBG000BGYMH7,-0.0015988627,0.00062589685,121669
20100503,09:45:00.000,BBG000BBCQD7,0.005283763,0.020416558,206878
20100503,09:45:00.000,BBG000C23PB0,0.008832272,0.007460592,85883
20100503,09:45:00.000,BBG000FQRVM3,0.0005214017,0.004583046,45013
20100503,09:45:00.000,BBG000BD3LM4,-0.0021676924,0.0027375051,177669
20100503,09:45:00.000,BBG000BB5792,-0.0047525424,0.009211376,186090
20100503,09:45:00.000,BBG000BRRG02,-0.0007562482,0.015152583,60773
20100503,09:45:00.000,BBG000BTLMX5,0.0032815998,0.008661936,51092
20100503,09:45:00.000,BBG000BB29X4,-0.0036382289,0.001660873,31292
20100503,09:45:00.000,BBG000BT9T73,0.0013967422,0.009975006,768853
20100503,09:45:00.000,BBG000BK2F42,-0.0054725655,-0.001712867,95563
20100503,09:45:00.000,BBG000BP5YT0,0.0062172282,0.02131796,572309
20100503,09:45:00.000,BBG000BCQ4P6,-0.005715663,0.0038425655,64884
20100503,09:45:00.000,GEN_EQ0021071400001000,0.031129975,0.047143355,437217
20100503,09:45:00.000,BBG000BNW1S8,0.0038785012,0.0045612003,60644
20100503,09:45:00.000,BBG000BVLRY8,0.002689064,0.0134198265,21597
20100503,09:45:00.000,BBG000BN1XR3,0.002117169,0.010459854,12400
20100503,09:45:00.000,BBG000BTQ9G8,-0.0025944302,0.0053708265,219366
20100503,09:45:00.000,BBG000BDY3Y7,-0.0009612795,0.005513369,70917
20100503,09:45:00.000,BBG000HS74G6,0.0021062272,0.014209298,29910
20100503,09:45:00.000,BBG000BVHBM1,-0.0024423096,0.009960199,87185
20100503,09:45:00.000,BBG000CQB185,0.0072423383,0.014607283,63992
20100503,09:45:00.000,BBG000BKVJK4,0.004082329,0.017868781,92573
20100503,09:45:00.000,GEN_EQ0030073600001000,-0.0038320392,0.008504737,60359
20100503,09:45:00.000,BBG000C45984,0.0013842613,0.008734329,151653
20100503,09:45:00.000,BBG000BV4DR6,0.006942664,0.022885222,318117
20100503,09:45:00.000,BBG000PV2L86,-0.0035336139,0.008583829,106243
20100503,09:45:00.000,BBG000BNBPQ0,-0.014217478,-0.0011048908,145742
20100503,09:45:00.000,BBG000BP1Q11,-0.0049091512,0.0020763306,58202
20100503,09:45:00.000,BBG000DSZTN6,0.0064272713,0.005075237,137217
20100503,09:45:00.000,GEN_EQ0010580600001000,-0.00942971,0.005146855,133394
20100503,09:45:00.000,GEN_EQ0010206100001000,-0.018422045,-0.010157195,91645
20100503,09:45:00.000,BBG000BGFZR8,-0.007637348,-0.0064967796,68844
20100503,09:45:00.000,BBG000BC9938,-0.00873767,-0.0024323093,79337
20100503,09:45:00.000,BBG000LL9LQ5,0.022842195,0.030872986,456025
20100503,09:45:00.000,BBG000BKR1D6,0.0025993066,0.013210151,20277
20100503,09:45:00.000,BBG000BHZ5J9,0.0072885286,0.010668161,70496
20100503,09:45:00.000,BBG000BVB8Q0,0.005070628,0.01116674,102712
20100503,09:45:00.000,GEN_EQ0096849600001000,0.0053189346,0.0037393582,68870
20100503,09:45:00.000,BBG000BKNX95,0.005694705,0.017823787,291257
20100503,09:45:00.000,BBG000BSC0K9,-0.0008665461,0.0052696983,77818
20100503,09:45:00.000,BBG000C04224,0.0070827203,0.017882962,174777
20100503,09:45:00.000,BBG000BL5W86,0.0081191985,0.015087868,562075
20100503,09:45:00.000,BBG000C2YHG9,0.008500856,0.019621244,116718
20100503,09:45:00.000,BBG000F7RCJ1,0.0013768269,0.0053220405,19350
20100503,09:45:00.000,BBG000BWCKB6,-0.003608551,0.010293625,29625
20100503,09:45:00.000,BBG000BCYP43,0.00021247289,-0.0004046538,41595
20100503,09:45:00.000,BBG000C1S2X2,-0.012264893,-0.0067111575,95704
20100503,09:45:00.000,BBG000BGYWY6,-0.0040592737,-0.0011250353,98569
20100503,09:45:00.000,BBG000BG7986,-0.0012629093,0.00913012,82208
20100503,09:45:00.000,BBG000BJ49H3,-0.0024832827,0.009803007,64202
20100503,09:45:00.000,BBG000BF2KK4,0.0041079666,0.015795227,42951
20100503,09:45:00.000,BBG000BN84F3,-0.00011685754,-0.00096215453,69910
20100503,09:45:00.000,BBG000D3MB18,0.0020922094,0.01820747,82517
20100503,09:45:00.000,BBG000BC8G88,-0.0052416367,0.0050453055,29750
20100503,09:45:00.000,BBG000BNNKG9,-0.0030890957,0.0080025485,150801
20100503,09:45:00.000,BBG000BNMHS4,-0.004622184,0.0034802186,48763
20100503,09:45:00.000,BBG000D6L294,0.0029763288,0.0125680305,43840
20100503,09:45:00.000,BBG000BVXPZ8,0.005021323,0.008017205,211416
20100503,09:45:00.000,BBG000BRZJR8,0.045593962,0.05559474,316079
20100503,09:45:00.000,GEN_EQ0010714700001000,-0.00043208883,0.00023078882,11934
20100503,09:45:00.000,BBG000RGM5P1,,,141764
20100503,09:45:00.000,BBG000BMFFQ0,0.0019809806,0.0061134445,64767
20100503,09:45:00.000,BBG000C3NTN5,-0.0021785214,0.00055955444,238214
20100503,09:45:00.000,BBG000DNTSP4,0.008772793,0.011565677,111330
20100503,09:45:00.000,BBG000C3GN47,0.010570041,0.014524799,74429
20100503,09:45:00.000,BBG000BQC9V2,0.008769134,0.018197747,172360
20100503,09:45:00.000,BBG000BBCDZ2,0.003878671,0.012918692,34795
20100503,09:45:00.000,BBG000BLHRS2,0.00016811013,0.00021250869,44714
20100503,09:45:00.000,BBG000BDWKC5,-0.0050235344,-0.0030680771,192676
20100503,09:45:00.000,BBG000BRJL00,0.01069281,0.007870638,189576
20100503,09:45:00.000,BBG000BWGYF8,0.0010006787,0.0071602687,187000
20100503,09:45:00.000,BBG000DN7P92,-0.0011585514,0.0013935947,57480
20100503,09:45:00.000,BBG000BWXL85,0.0056153373,0.009034658,49804
20100503,09:45:00.000,GEN_EQ0000000000852052,0.0006934887,0.011831244,162901
20100503,09:45:00.000,BBG000BXBHJ4,0.0058507863,0.009678664,45028
20100503,09:45:00.000,BBG000BHB3M6,0.0029834968,0.012438826,37048
20100503,09:45:00.000,BBG000DWB323,0.0023933304,0.012966003,201846
20100503,09:45:00.000,BBG000FV1Z23,-0.0018213057,0.008457765,48604
20100503,09:45:00.000,GEN_EQ0010003600001000,-0.0032816187,-0.0036859917,325804
20100503,09:45:00.000,BBG000BJKPG0,-0.006809654,-0.0037179508,111170
20100503,09:45:00.000,BBG000BJDPC2,-0.0038752803,0.0012641505,73892
20100503,09:45:00.000,BBG000BR37X2,0.0061583496,0.010947793,135080
20100503,09:45:00.000,BBG000FL0BC8,0.0055655926,0.01722646,104424
